editor_name,base_form,path_texture,pseudo_path,name_nif
CaveIShaftRDoorL02,000153EA,Dungeons\Caves\Ice\ShaftRock\CaveIShaftRDoorL02.nif,dungeons/caves/ice/shaftrock/caveishaftrdoorl02.nif,caveishaftrdoorl02
CaveIShaftRDoorL03,000153EB,Dungeons\Caves\Ice\ShaftRock\CaveIShaftRDoorL03.nif,dungeons/caves/ice/shaftrock/caveishaftrdoorl03.nif,caveishaftrdoorl03
HighPolyBasicBook04,000153F0,Clutter\Books\Book02\Character Assets\Book04.nif,clutter/books/book02/character assets/book04.nif,book04
HighPolyBasicBook04a,000153F1,Clutter\Books\Book02\Character Assets\Book04a.nif,clutter/books/book02/character assets/book04a.nif,book04a
HighPolyBasicBook05,000153F4,Clutter\Books\Book02\Character Assets\Book05.nif,clutter/books/book02/character assets/book05.nif,book05
HighPolyBasicBook05a,000153F5,Clutter\Books\Book02\Character Assets\Book05a.nif,clutter/books/book02/character assets/book05a.nif,book05a
HighPolyBasicBook03a,000153F8,Clutter\Books\Book02\Character Assets\Book03a.nif,clutter/books/book02/character assets/book03a.nif,book03a
HighPolyBasicBook06,000153F9,Clutter\Books\Book02\Character Assets\Book06.nif,clutter/books/book02/character assets/book06.nif,book06
HighPolyBasicBook06a,00015406,Clutter\Books\Book02\Character Assets\Book06a.nif,clutter/books/book02/character assets/book06a.nif,book06a
CaveGDirtMound04,00015407,Dungeons\Caves\Green\DirtMound\CaveGDirtMound04.nif,dungeons/caves/green/dirtmound/cavegdirtmound04.nif,cavegdirtmound04
CaveGDirtMound05,00015409,Dungeons\Caves\Green\DirtMound\CaveGDirtMound05.nif,dungeons/caves/green/dirtmound/cavegdirtmound05.nif,cavegdirtmound05
CaveGDirtMound06,0001540B,Dungeons\Caves\Green\DirtMound\CaveGDirtMound06.nif,dungeons/caves/green/dirtmound/cavegdirtmound06.nif,cavegdirtmound06
CaveGDirtMound07,0001540C,Dungeons\Caves\Green\DirtMound\CaveGDirtMound07.nif,dungeons/caves/green/dirtmound/cavegdirtmound07.nif,cavegdirtmound07
CaveGDirtMound08,0001540D,Dungeons\Caves\Green\DirtMound\CaveGDirtMound08.nif,dungeons/caves/green/dirtmound/cavegdirtmound08.nif,cavegdirtmound08
CaveGDirtMound01,0001540E,Dungeons\Caves\Green\DirtMound\CaveGDirtMound01.nif,dungeons/caves/green/dirtmound/cavegdirtmound01.nif,cavegdirtmound01
CaveGDirtMound02,0001540F,Dungeons\Caves\Green\DirtMound\CaveGDirtMound02.nif,dungeons/caves/green/dirtmound/cavegdirtmound02.nif,cavegdirtmound02
CaveGDirtMound03,00015410,Dungeons\Caves\Green\DirtMound\CaveGDirtMound03.nif,dungeons/caves/green/dirtmound/cavegdirtmound03.nif,cavegdirtmound03
CaveIDirtMound02,00015411,Dungeons\Caves\Ice\DirtMound\CaveIDirtMound02.nif,dungeons/caves/ice/dirtmound/caveidirtmound02.nif,caveidirtmound02
CaveIDirtMound03,00015412,Dungeons\Caves\Ice\DirtMound\CaveIDirtMound03.nif,dungeons/caves/ice/dirtmound/caveidirtmound03.nif,caveidirtmound03
CaveIDirtMound04,00015413,Dungeons\Caves\Ice\DirtMound\CaveIDirtMound04.nif,dungeons/caves/ice/dirtmound/caveidirtmound04.nif,caveidirtmound04
CaveIDirtMound05,00015414,Dungeons\Caves\Ice\DirtMound\CaveIDirtMound05.nif,dungeons/caves/ice/dirtmound/caveidirtmound05.nif,caveidirtmound05
CaveIDirtMound06,00015415,Dungeons\Caves\Ice\DirtMound\CaveIDirtMound06.nif,dungeons/caves/ice/dirtmound/caveidirtmound06.nif,caveidirtmound06
CaveIDirtMound07,00015416,Dungeons\Caves\Ice\DirtMound\CaveIDirtMound07.nif,dungeons/caves/ice/dirtmound/caveidirtmound07.nif,caveidirtmound07
HighPolyBasicBook07,00015417,Clutter\Books\Book02\Character Assets\Book07.nif,clutter/books/book02/character assets/book07.nif,book07
HighPolyBasicBook07a,00015418,Clutter\Books\Book02\Character Assets\Book07a.nif,clutter/books/book02/character assets/book07a.nif,book07a
HighPolyNote02,0001541B,Clutter\Books\Note01\Note02.nif,clutter/books/note01/note02.nif,note02
HighPolyNote03,0001541C,Clutter\Books\Note01\Note03.nif,clutter/books/note01/note03.nif,note03
HighPolyNote04,00015421,Clutter\Books\Note01\Note04.nif,clutter/books/note01/note04.nif,note04
CaveIDirtMound08,00015423,Dungeons\Caves\Ice\DirtMound\CaveIDirtMound08.nif,dungeons/caves/ice/dirtmound/caveidirtmound08.nif,caveidirtmound08
CaveIDirtMound01,00015424,Dungeons\Caves\Ice\DirtMound\CaveIDirtMound01.nif,dungeons/caves/ice/dirtmound/caveidirtmound01.nif,caveidirtmound01
TundraStreamBend01,0001542A,Landscape\Tundra\TundraStreamBend01.nif,landscape/tundra/tundrastreambend01.nif,tundrastreambend01
TundraStreamBend01Tundra01,0001542D,Landscape\Tundra\TundraStreamBend01.nif,landscape/tundra/tundrastreambend01.nif,tundrastreambend01
HighPolyJournal02,0001542E,Clutter\Books\Book01\Character Assets\JournalBasic02.nif,clutter/books/book01/character assets/journalbasic02.nif,journalbasic02
HighPolyJournal03,00015438,Clutter\Books\Book01\Character Assets\JournalBasic03.nif,clutter/books/book01/character assets/journalbasic03.nif,journalbasic03
NorRmBgCorInL01,00016006,Dungeons\Nordic\BgRooms\NorRmBgCorInL01.nif,dungeons/nordic/bgrooms/norrmbgcorinl01.nif,norrmbgcorinl01
NorRmBgCorInR01,00016007,Dungeons\Nordic\BgRooms\NorRmBgCorInR01.nif,dungeons/nordic/bgrooms/norrmbgcorinr01.nif,norrmbgcorinr01
NorRmBgCorOutL01,00016008,Dungeons\Nordic\BgRooms\NorRmBgCorOutL01.nif,dungeons/nordic/bgrooms/norrmbgcoroutl01.nif,norrmbgcoroutl01
NorRmBgCorOutR01,00016009,Dungeons\Nordic\BgRooms\NorRmBgCorOutR01.nif,dungeons/nordic/bgrooms/norrmbgcoroutr01.nif,norrmbgcoroutr01
NorRmBgWallFront01,0001600A,Dungeons\Nordic\BgRooms\NorRmBgWallFront01.nif,dungeons/nordic/bgrooms/norrmbgwallfront01.nif,norrmbgwallfront01
NorRmBgWallFrontExSm01,0001600B,Dungeons\Nordic\BgRooms\NorRmBgWallFrontExSm01.nif,dungeons/nordic/bgrooms/norrmbgwallfrontexsm01.nif,norrmbgwallfrontexsm01
NorRmBgWallSide01,0001600C,Dungeons\Nordic\BgRooms\NorRmBgWallSide01.nif,dungeons/nordic/bgrooms/norrmbgwallside01.nif,norrmbgwallside01
NorRmBgWallSideExSm01,0001600D,Dungeons\Nordic\BgRooms\NorRmBgWallSideExSm01.nif,dungeons/nordic/bgrooms/norrmbgwallsideexsm01.nif,norrmbgwallsideexsm01
NorPitWallSideToRmBgFrontR01,0001600E,Dungeons\Nordic\Pits\NorPitWallSideToRmBgFrontR01.nif,dungeons/nordic/pits/norpitwallsidetormbgfrontr01.nif,norpitwallsidetormbgfrontr01
NorPitWallSideToRmBgFrontL01,0001600F,Dungeons\Nordic\Pits\NorPitWallSideToRmBgFrontL01.nif,dungeons/nordic/pits/norpitwallsidetormbgfrontl01.nif,norpitwallsidetormbgfrontl01
NorPitWallFrontToRmBgSideR01,00016010,Dungeons\Nordic\Pits\NorPitWallFrontToRmBgSideR01.nif,dungeons/nordic/pits/norpitwallfronttormbgsider01.nif,norpitwallfronttormbgsider01
NorPitWallFrontToRmBgSideL01,00016011,Dungeons\Nordic\Pits\NorPitWallFrontToRmBgSideL01.nif,dungeons/nordic/pits/norpitwallfronttormbgsidel01.nif,norpitwallfronttormbgsidel01
NorPitCorOutL01,00016012,Dungeons\Nordic\Pits\NorPitCorOutL01.nif,dungeons/nordic/pits/norpitcoroutl01.nif,norpitcoroutl01
NorPitCorOutR01,00016013,Dungeons\Nordic\Pits\NorPitCorOutR01.nif,dungeons/nordic/pits/norpitcoroutr01.nif,norpitcoroutr01
NorRmBgMid02,0001601F,Dungeons\Nordic\BgRooms\NorRmBgMid02.nif,dungeons/nordic/bgrooms/norrmbgmid02.nif,norrmbgmid02
NorPitWallSideStairs01,0001605B,Dungeons\Nordic\Pits\NorPitWallSideStairs01.nif,dungeons/nordic/pits/norpitwallsidestairs01.nif,norpitwallsidestairs01
TundraStreamStraight01,00016087,Landscape\Tundra\TundraStreamStraight01.nif,landscape/tundra/tundrastreamstraight01.nif,tundrastreamstraight01
TundraStreamStraight01Tundra01,0001608F,Landscape\Tundra\TundraStreamStraight01.nif,landscape/tundra/tundrastreamstraight01.nif,tundrastreamstraight01
NorPitWallFrontStairs01,0001657E,Dungeons\Nordic\Pits\NorPitWallFrontStairs01.nif,dungeons/nordic/pits/norpitwallfrontstairs01.nif,norpitwallfrontstairs01
SFarmhouseWindMillDirt02Whiterun,0001686D,Architecture\WhiteRun\WRBuildings\WRFarmhouseWindMill.nif,architecture/whiterun/wrbuildings/wrfarmhousewindmill.nif,wrfarmhousewindmill
DirtCliffs03,00016D5F,Landscape\DirtCliffs\DirtCliffs03.nif,landscape/dirtcliffs/dirtcliffs03.nif,dirtcliffs03
1stPersonSteelGreatSword,00016D6F,Weapons\Steel\1stPersonSteelGreatSword.nif,weapons/steel/1stpersonsteelgreatsword.nif,1stpersonsteelgreatsword
WRDrawbridgeSTATIC,00017052,Architecture\WhiteRun\WRDrawBridge01.nif,architecture/whiterun/wrdrawbridge01.nif,wrdrawbridge01
RuinsPuzzlePillarBase,00017179,Clutter\Ruins\RuinsPuzzlePillarBase01.nif,clutter/ruins/ruinspuzzlepillarbase01.nif,ruinspuzzlepillarbase01
TreePineForestCutLog01,000173FE,Landscape\Trees\TreePineForestCutLog01.nif,landscape/trees/treepineforestcutlog01.nif,treepineforestcutlog01
TreePineForestCutLog01A,000173FF,Landscape\Trees\TreePineForestCutLog01A.nif,landscape/trees/treepineforestcutlog01a.nif,treepineforestcutlog01a
TreePineForestCutLog01B,00017400,Landscape\Trees\TreePineForestCutLog01B.nif,landscape/trees/treepineforestcutlog01b.nif,treepineforestcutlog01b
TreePineForestCutLog02,00017401,Landscape\Trees\TreePineForestCutLog02.nif,landscape/trees/treepineforestcutlog02.nif,treepineforestcutlog02
TreePineForestCutLog02A,00017402,Landscape\Trees\TreePineForestCutLog02A.nif,landscape/trees/treepineforestcutlog02a.nif,treepineforestcutlog02a
TreePineForestCutLog02B,00017403,Landscape\Trees\TreePineForestCutLog02B.nif,landscape/trees/treepineforestcutlog02b.nif,treepineforestcutlog02b
TreePineForestCutLog03,00017404,Landscape\Trees\TreePineForestCutLog03.nif,landscape/trees/treepineforestcutlog03.nif,treepineforestcutlog03
TreePineForestCutLog03A,00017405,Landscape\Trees\TreePineForestCutLog03A.nif,landscape/trees/treepineforestcutlog03a.nif,treepineforestcutlog03a
TreePineForestCutLog03B,00017406,Landscape\Trees\TreePineForestCutLog03B.nif,landscape/trees/treepineforestcutlog03b.nif,treepineforestcutlog03b
SkyrimCloudDistant06,0001751E,Sky\CloudDistant06.nif,sky/clouddistant06.nif,clouddistant06
SkyrimCloudDistant05,0001751F,Sky\CloudDistant05.nif,sky/clouddistant05.nif,clouddistant05
SkyrimCloudDistant04,00017520,Sky\CloudDistant04.nif,sky/clouddistant04.nif,clouddistant04
SkyrimCloudDistant03,00017521,Sky\CloudDistant03.nif,sky/clouddistant03.nif,clouddistant03
FishRack01,0001769A,Clutter\DeadAnimals\FishRack01.nif,clutter/deadanimals/fishrack01.nif,fishrack01
StockadeScaffoldBridge04,00017AB6,Clutter\Stockade\StockadeScaffoldBridge04.nif,clutter/stockade/stockadescaffoldbridge04.nif,stockadescaffoldbridge04
FXspiderWebWall01,00017BB6,Effects\FXspiderWebWall01.nif,effects/fxspiderwebwall01.nif,fxspiderwebwall01
FXSpiderwebCorner01,00017BB9,Effects\FXSpiderwebCorner04.nif,effects/fxspiderwebcorner04.nif,fxspiderwebcorner04
FXSpiderwebCorner03,00017BE2,Effects\FXSpiderwebCorner03.nif,effects/fxspiderwebcorner03.nif,fxspiderwebcorner03
TundraStreamStraight01Coast01,00017CD1,Landscape\Tundra\TundraStreamStraight01.nif,landscape/tundra/tundrastreamstraight01.nif,tundrastreamstraight01
TundraPond01Coast1,00017CD2,Landscape\Tundra\TundraPond01.nif,landscape/tundra/tundrapond01.nif,tundrapond01
TundraStreamBend01Coast01,00017CD3,Landscape\Tundra\TundraStreamBend01.nif,landscape/tundra/tundrastreambend01.nif,tundrastreambend01
NorTowerRuins01,00017EDE,Dungeons\Nordic\Exterior\Towers\NorTowerRuins01.nif,dungeons/nordic/exterior/towers/nortowerruins01.nif,nortowerruins01
RockCliff08,00017F19,Landscape\Rocks\RockCliff08.nif,landscape/rocks/rockcliff08.nif,rockcliff08
RockCaveEntrance01,00017F1A,Landscape\Rocks\RockCaveEntrance01.nif,landscape/rocks/rockcaveentrance01.nif,rockcaveentrance01
IcebergLarge_LightSN,000180E2,Landscape\Ice\IcebergLarge.nif,landscape/ice/iceberglarge.nif,iceberglarge
IcebergSmall02_HeavySN,000180E5,Landscape\Ice\IcebergSmall02.nif,landscape/ice/icebergsmall02.nif,icebergsmall02
RoadChunkM03,00018127,Landscape\Roads\RoadChunkM03.nif,landscape/roads/roadchunkm03.nif,roadchunkm03
RoadChunkL01,0001812A,Landscape\Roads\RoadChunkL01.nif,landscape/roads/roadchunkl01.nif,roadchunkl01
RoadChunkL02,0001812D,Landscape\Roads\RoadChunkL02.nif,landscape/roads/roadchunkl02.nif,roadchunkl02
RoadChunkL03,0001812F,Landscape\Roads\RoadChunkL03.nif,landscape/roads/roadchunkl03.nif,roadchunkl03
RoadChunkM04,00018145,Landscape\Roads\RoadChunkM04.nif,landscape/roads/roadchunkm04.nif,roadchunkm04
RoadChunkS01,0001814C,Landscape\Roads\RoadChunkS01.nif,landscape/roads/roadchunks01.nif,roadchunks01
RoadChunkS02,0001814D,Landscape\Roads\RoadChunkS02.nif,landscape/roads/roadchunks02.nif,roadchunks02
RoadChunkS03,0001814E,Landscape\Roads\RoadChunkS03.nif,landscape/roads/roadchunks03.nif,roadchunks03
RoadChunkS04,0001814F,Landscape\Roads\RoadChunkS04.nif,landscape/roads/roadchunks04.nif,roadchunks04
RockM01,00018195,Landscape\Rocks\RockM01.nif,landscape/rocks/rockm01.nif,rockm01
RockS01,00018198,Landscape\Rocks\RockS01.nif,landscape/rocks/rocks01.nif,rocks01
RockL01,00018199,Landscape\Rocks\RockL01.nif,landscape/rocks/rockl01.nif,rockl01
RockL02,0001819A,Landscape\Rocks\RockL02.nif,landscape/rocks/rockl02.nif,rockl02
RockM02,0001819B,Landscape\Rocks\RockM02.nif,landscape/rocks/rockm02.nif,rockm02
StockadeScaffoldTopRope01,000183C0,Clutter\Stockade\StockadeScaffoldTopRope01.nif,clutter/stockade/stockadescaffoldtoprope01.nif,stockadescaffoldtoprope01
StockadeScaffoldTopPost01,000183CC,Clutter\Stockade\StockadeScaffoldTopPost01.nif,clutter/stockade/stockadescaffoldtoppost01.nif,stockadescaffoldtoppost01
StockadeScaffoldTop0Sided02,000183CF,Clutter\Stockade\StockadeScaffoldTop1Sided02.nif,clutter/stockade/stockadescaffoldtop1sided02.nif,stockadescaffoldtop1sided02
StockadeScaffoldTopRope02,000183D8,Clutter\Stockade\StockadeScaffoldTopRope02.nif,clutter/stockade/stockadescaffoldtoprope02.nif,stockadescaffoldtoprope02
StockadeScaffoldTopRope03,000183D9,Clutter\Stockade\StockadeScaffoldTopRope03.nif,clutter/stockade/stockadescaffoldtoprope03.nif,stockadescaffoldtoprope03
StockadeScaffoldTopPost03,000183DA,Clutter\Stockade\StockadeScaffoldTopPost03.nif,clutter/stockade/stockadescaffoldtoppost03.nif,stockadescaffoldtoppost03
StockadeScaffoldTop3Sided02,000183DB,Clutter\Stockade\StockadeScaffoldTop3Sided02.nif,clutter/stockade/stockadescaffoldtop3sided02.nif,stockadescaffoldtop3sided02
StockadeScaffoldTop2Sided03,000183DC,Clutter\Stockade\StockadeScaffoldTop2Sided03.nif,clutter/stockade/stockadescaffoldtop2sided03.nif,stockadescaffoldtop2sided03
StockadeScaffoldTopPost02,000183DD,Clutter\Stockade\StockadeScaffoldTopPost02.nif,clutter/stockade/stockadescaffoldtoppost02.nif,stockadescaffoldtoppost02
RuinsSconce,000183F5,Clutter\Ruins\RuinSconce01.nif,clutter/ruins/ruinsconce01.nif,ruinsconce01
NorCatHallSm1way01,0001843A,Dungeons\Nordic\Catacombs\SmHalls\NorCatHallSm1way01.nif,dungeons/nordic/catacombs/smhalls/norcathallsm1way01.nif,norcathallsm1way01
NorCatHallSm2way01,0001843B,Dungeons\Nordic\Catacombs\SmHalls\NorCatHallSm2way01.nif,dungeons/nordic/catacombs/smhalls/norcathallsm2way01.nif,norcathallsm2way01
StatueTalos01snow,00018483,Clutter\Statues\StatueTalos01.nif,clutter/statues/statuetalos01.nif,statuetalos01
FirewoodPileLarge01,000185B2,Clutter\Firewood\FirewoodPileLarge01.nif,clutter/firewood/firewoodpilelarge01.nif,firewoodpilelarge01
FirewoodPileMedium01,000185B5,Clutter\Firewood\FirewoodPileMedium01.nif,clutter/firewood/firewoodpilemedium01.nif,firewoodpilemedium01
FirewoodPileSmall01,000185B6,Clutter\Firewood\FirewoodPileSmall01.nif,clutter/firewood/firewoodpilesmall01.nif,firewoodpilesmall01
RockPileL03,000185BD,Landscape\Rocks\RockPileL03.nif,landscape/rocks/rockpilel03.nif,rockpilel03
1stPersonElvenBow,00018814,Weapons\Elven\ElvenBowSkinned.nif,weapons/elven/elvenbowskinned.nif,elvenbowskinned
RockL03,00018BA5,Landscape\Rocks\RockL03.nif,landscape/rocks/rockl03.nif,rockl03
RockPileS02,00018BA6,Landscape\Rocks\RockPileS02.nif,landscape/rocks/rockpiles02.nif,rockpiles02
RockS02,00018BA7,Landscape\Rocks\RockS02.nif,landscape/rocks/rocks02.nif,rocks02
NorCatHallSm1way02,00018BAA,Dungeons\Nordic\Catacombs\SmHalls\NorCatHallSm1way02.nif,dungeons/nordic/catacombs/smhalls/norcathallsm1way02.nif,norcathallsm1way02
NorCatHallSm1way03,00018BAB,Dungeons\Nordic\Catacombs\SmHalls\NorCatHallSm1way03.nif,dungeons/nordic/catacombs/smhalls/norcathallsm1way03.nif,norcathallsm1way03
NorCatHallSm1wayEndCap01,00018BAC,Dungeons\Nordic\Catacombs\SmHalls\NorCatHallSm1wayEndCap01.nif,dungeons/nordic/catacombs/smhalls/norcathallsm1wayendcap01.nif,norcathallsm1wayendcap01
NorCatHallSm1wayEndCapExSm01,00018BAD,Dungeons\Nordic\Catacombs\SmHalls\NorCatHallSm1wayEndCapExSm01.nif,dungeons/nordic/catacombs/smhalls/norcathallsm1wayendcapexsm01.nif,norcathallsm1wayendcapexsm01
NorCatHallSm3way01,00018BAE,Dungeons\Nordic\Catacombs\SmHalls\NorCatHallSm3way01.nif,dungeons/nordic/catacombs/smhalls/norcathallsm3way01.nif,norcathallsm3way01
NorCatHallSm3way02,00018BAF,Dungeons\Nordic\Catacombs\SmHalls\NorCatHallSm3way02.nif,dungeons/nordic/catacombs/smhalls/norcathallsm3way02.nif,norcathallsm3way02
NorCatHallSm4way01,00018BB0,Dungeons\Nordic\Catacombs\SmHalls\NorCatHallSm4way01.nif,dungeons/nordic/catacombs/smhalls/norcathallsm4way01.nif,norcathallsm4way01
NorCatHallSm4way02,00018BB1,Dungeons\Nordic\Catacombs\SmHalls\NorCatHallSm4way02.nif,dungeons/nordic/catacombs/smhalls/norcathallsm4way02.nif,norcathallsm4way02
markarthblocktemp01,00018C10,Architecture\Markarth\markarthblocktemp01.nif,architecture/markarth/markarthblocktemp01.nif,markarthblocktemp01
RockPileS04PineForest02,00018C9E,Landscape\Rocks\RockPileS04.nif,landscape/rocks/rockpiles04.nif,rockpiles04
NorCatHallSm1wayExtension01,00018DEB,Dungeons\Nordic\Catacombs\SmHalls\NorCatHallSm1wayExtension01.nif,dungeons/nordic/catacombs/smhalls/norcathallsm1wayextension01.nif,norcathallsm1wayextension01
DA01BrokenStarStatic,00018E6E,Clutter\Daedric\AzuraStarBroken.nif,clutter/daedric/azurastarbroken.nif,azurastarbroken
FarmhouseSmith01,00018FE1,Architecture\Farmhouse\Smith01.nif,architecture/farmhouse/smith01.nif,smith01
WRMainRoadPlains,000193E6,Architecture\WhiteRun\WRTerrain\WRMainRoadPlains.nif,architecture/whiterun/wrterrain/wrmainroadplains.nif,wrmainroadplains
WRStairsWater01,0001941A,Architecture\WhiteRun\WRCityWalls\WRStairsWater01.nif,architecture/whiterun/wrcitywalls/wrstairswater01.nif,wrstairswater01
WRMainRoadMarket,0001941B,Architecture\WhiteRun\WRTerrain\WRMainRoadMarket.nif,architecture/whiterun/wrterrain/wrmainroadmarket.nif,wrmainroadmarket
RuinsSconceAndBase,000194B9,Clutter\Ruins\RuinSconce01WithBase.nif,clutter/ruins/ruinsconce01withbase.nif,ruinsconce01withbase
RuinsSconceBaseNoShadow,000194BC,Clutter\Ruins\RuinSconce01BaseNoShadow.nif,clutter/ruins/ruinsconce01basenoshadow.nif,ruinsconce01basenoshadow
WRDrayGoodsBase,000196E3,Architecture\WhiteRun\WRTerrain\WRDryGoodsBase.nif,architecture/whiterun/wrterrain/wrdrygoodsbase.nif,wrdrygoodsbase
WRDrunkenHuntsmanBase,000196E5,Architecture\WhiteRun\WRTerrain\WRDrunkenHuntsmanBase.nif,architecture/whiterun/wrterrain/wrdrunkenhuntsmanbase.nif,wrdrunkenhuntsmanbase
WRBreezeBase,000196E6,Architecture\WhiteRun\WRTerrain\WRBreezeBase.nif,architecture/whiterun/wrterrain/wrbreezebase.nif,wrbreezebase
WRGreyManeBase,000196E7,Architecture\WhiteRun\WRTerrain\WRGreyManeBase.nif,architecture/whiterun/wrterrain/wrgreymanebase.nif,wrgreymanebase
RockPileS01,000196EF,Landscape\Rocks\RockPileS01.nif,landscape/rocks/rockpiles01.nif,rockpiles01
DirtCliffs03Snow01,000197C2,Landscape\DirtCliffs\DirtCliffs03.nif,landscape/dirtcliffs/dirtcliffs03.nif,dirtcliffs03
DirtCliffsCornerIn01Snow01,00019845,Landscape\DirtCliffs\DirtCliffsCornerIn01.nif,landscape/dirtcliffs/dirtcliffscornerin01.nif,dirtcliffscornerin01
DirtCliffsCornerOut01Snow01,00019856,Landscape\DirtCliffs\DirtCliffsCornerOut01.nif,landscape/dirtcliffs/dirtcliffscornerout01.nif,dirtcliffscornerout01
DirtCliffsIsland01Snow01,00019885,Landscape\DirtCliffs\DirtCliffsIsland01.nif,landscape/dirtcliffs/dirtcliffsisland01.nif,dirtcliffsisland01
SDoorFrameExterior01,0001991B,Architecture\Solitude\SDoorFrameExterior01.nif,architecture/solitude/sdoorframeexterior01.nif,sdoorframeexterior01
RockM03,00019AF7,Landscape\Rocks\RockM03.nif,landscape/rocks/rockm03.nif,rockm03
HayMound01,00019B13,Clutter\Hay\HayMound01.nif,clutter/hay/haymound01.nif,haymound01
HayScatter01,00019B15,Clutter\Hay\HayScatter01.nif,clutter/hay/hayscatter01.nif,hayscatter01
HayScatter02,00019B16,Clutter\Hay\HayScatter02.nif,clutter/hay/hayscatter02.nif,hayscatter02
HayScatter03,00019B17,Clutter\Hay\HayScatter03.nif,clutter/hay/hayscatter03.nif,hayscatter03
HayScatter04,00019B18,Clutter\Hay\HayScatter04.nif,clutter/hay/hayscatter04.nif,hayscatter04
HayScatter05,00019B19,Clutter\Hay\HayScatter05.nif,clutter/hay/hayscatter05.nif,hayscatter05
HayScatter06,00019B1A,Clutter\Hay\HayScatter06.nif,clutter/hay/hayscatter06.nif,hayscatter06
RuinsLargeFloorSconce,00019E27,Clutter\Ruins\RuinLargeFloorSconce.nif,clutter/ruins/ruinlargefloorsconce.nif,ruinlargefloorsconce
SlighthouseFireOff,0001A0B4,Architecture\Solitude\Clutter\SlighthouseFireOff.nif,architecture/solitude/clutter/slighthousefireoff.nif,slighthousefireoff
NorHallOfStories01,0001A49B,Dungeons\Nordic\Chambers\NorHallOfStories01.nif,dungeons/nordic/chambers/norhallofstories01.nif,norhallofstories01
NorHallOfStoriesArch01,0001A4B3,Dungeons\Nordic\Chambers\NorHallOfStoriesArch01.nif,dungeons/nordic/chambers/norhallofstoriesarch01.nif,norhallofstoriesarch01
NorPlatBgStairSingle01,0001A4B8,Dungeons\Nordic\Platforms\NorPlatBgStairSingle01.nif,dungeons/nordic/platforms/norplatbgstairsingle01.nif,norplatbgstairsingle01
RockL04,0001A6E2,Landscape\Rocks\RockL04.nif,landscape/rocks/rockl04.nif,rockl04
NorTmpHallBg1way01,0001A721,Dungeons\Nordic\Temple\BgHalls\NorTmpHallBg1way01.nif,dungeons/nordic/temple/bghalls/nortmphallbg1way01.nif,nortmphallbg1way01
1stPersonSteelWarAxe,0001AC65,Weapons\Steel\1stPersonSteelWarAxe.nif,weapons/steel/1stpersonsteelwaraxe.nif,1stpersonsteelwaraxe
StockadeStairs01,0001AE13,Clutter\Stockade\StockadeStairs01.nif,clutter/stockade/stockadestairs01.nif,stockadestairs01
StockadeWallStraight01,0001AE15,Clutter\Stockade\StockadeWallStraight01.nif,clutter/stockade/stockadewallstraight01.nif,stockadewallstraight01
